VTD,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B17017e1,B17021e1,B19301e1,C17002e1,VTD.1,ID
420291646WEST GOSHEN TWP VTD NORTH ED 04,2586.40123676,2510.14570046,53.7513157895,7.85131578947,31.4222533415,0.0,4.36880927292,2586.40123676,2586.40123676,796.615499695,2586.40123676,44353.5016846,2586.40123676,420291646WEST GOSHEN TWP VTD NORTH ED 04,2889
420291650WEST GOSHEN TWP VTD SOUTH ED 01,2162.91089109,1971.6039604,103.306930693,0.0,85.2079207921,0.0,87.0,2162.91089109,2162.91089109,927.801980198,2162.91089109,50427.6633663,2162.91089109,420291650WEST GOSHEN TWP VTD SOUTH ED 01,2890
420291705WEST GOSHEN TWP VTD SOUTH ED 02,2271.66199281,2113.4401848,164.136549394,6.13725490196,5.25893909627,0.0,14.0280112045,2271.66199281,2271.66199281,868.457834607,2167.79794566,34229.3021617,2167.79794566,420291705WEST GOSHEN TWP VTD SOUTH ED 02,2891
420291670WEST GOSHEN TWP VTD SOUTH ED 03,1772.25195611,1652.0014655,119.175434889,7.86274509804,2.66561886051,0.0,17.9719887955,1772.25195611,1772.25195611,636.724876591,1719.60598361,28659.1952843,1719.60598361,420291670WEST GOSHEN TWP VTD SOUTH ED 03,2892
420291715WEST GOSHEN TWP VTD SOUTH ED 04,2171.08910891,2137.3960396,26.6930693069,16.0,113.792079208,0.0,0.0,2171.08910891,2171.08910891,675.198019802,2171.08910891,49688.3366337,2171.08910891,420291715WEST GOSHEN TWP VTD SOUTH ED 04,2893
420291680WEST GROVE PCT 01,1574.42074275,1374.76155184,147.451709461,11.2849162011,0.0,0.0,125.221153544,1574.42074275,1574.42074275,547.317770577,1567.08554722,28263.7947748,1567.08554722,420291680WEST GROVE PCT 01,2894
420291690WEST GROVE PCT 02,1263.57925725,1104.23844816,119.548290539,8.71508379888,0.0,0.0,101.778846456,1263.57925725,1263.57925725,440.682229423,1257.91445278,22814.2052252,1257.91445278,420291690WEST GROVE PCT 02,2895
420291700WEST MARLBOROUGH TWP Voting District,899.0,883.0,0.0,3.0,0.0,0.0,13.0,899.0,899.0,368.0,888.0,58094.0,888.0,420291700WEST MARLBOROUGH TWP Voting District,2896
420291824WEST WHITELAND TWP PCT 04,4043.04176522,3112.10056297,330.03398385,0.0,584.539826829,33.7919808088,24.7441951172,4043.04176522,4043.04176522,1559.24575761,4043.04176522,83316.3063531,4043.04176522,420291824WEST WHITELAND TWP PCT 04,2897
420291828WEST WHITELAND TWP PCT 05,2343.65511017,2004.14222209,235.139418061,0.0,133.322786638,7.20801919123,23.3403015764,2343.65511017,2343.65511017,858.493489173,2343.65511017,76772.6015717,2343.65511017,420291828WEST WHITELAND TWP PCT 05,2898
420291832WEST WHITELAND TWP PCT 06,3674.88579021,3191.03717042,142.096514855,0.0,367.404424823,3.44589774078,12.9155033064,3674.88579021,3674.88579021,1526.972493,3668.95118854,79269.8922627,3668.95118854,420291832WEST WHITELAND TWP PCT 06,2899
420291838WEST WHITELAND TWP PCT 07,2130.4173344,1570.72004451,106.730083234,0.0,449.73296171,14.5541022592,0.0,2130.4173344,2130.4173344,1084.28826022,2105.35193607,38380.1998125,2105.35193607,420291838WEST WHITELAND TWP PCT 07,2900
420291800WESTTOWN TWP PCT 01,2626.45103384,2548.54195831,0.0,8.39601353892,77.9090755287,0.0,14.1406543813,2626.45103384,2626.45103384,922.817063812,2620.706393,43459.2953398,2620.706393,420291800WESTTOWN TWP PCT 01,2901
420291870WILLISTOWN TWP VTD NORTH ED 04,1052.19963435,949.858653722,47.4835767692,11.1797047989,50.4642777353,0.0,6.20714718353,1052.19963435,1052.19963435,435.544843662,1052.19963435,35166.4500464,1052.19963435,420291870WILLISTOWN TWP VTD NORTH ED 04,2902
420291880WILLISTOWN TWP VTD NORTH ED 05,1466.60569352,1343.33192005,69.7377347062,4.93095093882,39.4476075106,0.0,14.7928528165,1466.60569352,1466.60569352,557.90187765,1466.60569352,28995.4003634,1466.60569352,420291880WILLISTOWN TWP VTD NORTH ED 05,2903
420291890WILLISTOWN TWP VTD NORTH ED 06,426.194672131,376.80942623,17.7786885246,8.8893442623,33.0881147541,0.0,0.0,426.194672131,426.194672131,196.553278689,426.194672131,22441.1495902,426.194672131,420291890WILLISTOWN TWP VTD NORTH ED 06,2904
420291955WILLISTOWN TWP VTD SOUTH ED 01,1068.719842,994.905308495,24.4038080818,0.0,51.5481300083,0.0,0.0,1068.719842,1068.719842,475.12397569,1068.719842,38787.8382087,1068.719842,420291955WILLISTOWN TWP VTD SOUTH ED 01,2905
420291910WILLISTOWN TWP VTD SOUTH ED 02,621.730909091,600.174545455,0.0,0.0,21.5563636364,0.0,0.0,621.730909091,621.730909091,274.56,621.730909091,69243.5781818,621.730909091,420291910WILLISTOWN TWP VTD SOUTH ED 02,2906
420291965WILLISTOWN TWP VTD SOUTH ED 03,1931.39000394,1771.03738686,54.4053522235,0.0,105.947264856,0.0,0.0,1931.39000394,1931.39000394,896.972451791,1931.39000394,40789.6969697,1931.39000394,420291965WILLISTOWN TWP VTD SOUTH ED 03,2907
42029630KENNETT SQUARE VTD NORTH,2063.0,1726.0,245.0,0.0,30.0,0.0,62.0,2063.0,2063.0,791.0,2063.0,49209.0,2063.0,42029630KENNETT SQUARE VTD NORTH,2908
42029640KENNETT SQUARE VTD SOUTH ED 01,1531.0,1290.0,331.0,0.0,0.0,0.0,15.0,1531.0,1531.0,509.0,1531.0,20891.0,1531.0,42029640KENNETT SQUARE VTD SOUTH ED 01,2909
42029650KENNETT SQUARE VTD SOUTH ED 02,2365.0,2112.0,0.0,18.0,0.0,0.0,258.0,2365.0,2365.0,770.0,2365.0,52857.0,2365.0,42029650KENNETT SQUARE VTD SOUTH ED 02,2910
4203110ASHLAND TWP Voting District,1177.0,1177.0,0.0,12.0,0.0,0.0,0.0,1177.0,1177.0,411.0,1177.0,17461.0,1177.0,4203110ASHLAND TWP Voting District,2911
4203120BEAVER TWP Voting District,2849.0,2849.0,0.0,15.0,0.0,0.0,0.0,2849.0,2849.0,1189.0,2849.0,59947.0,2849.0,4203120BEAVER TWP Voting District,2912
4203130BRADY TWP Voting District,60.3169572108,59.70681458,0.871632329635,1.39461172742,0.0,0.0,0.0,60.3169572108,60.3169572108,22.4881141046,60.3169572108,728.466719493,60.3169572108,4203130BRADY TWP Voting District,2913
4203150CLARION TWP VTD 01,1543.59667488,1449.21305419,94.3836206897,0.0,0.0,0.0,0.0,1543.59667488,1543.59667488,662.682881773,1511.13669951,10882.0818966,1511.13669951,4203150CLARION TWP VTD 01,2914
4203160CLARION TWP VTD 02,3000.72791529,2906.11153598,94.6163793103,28.0,0.0,0.0,0.0,3000.72791529,3000.72791529,1343.39908544,2964.18789066,44047.354169,2964.18789066,4203160CLARION TWP VTD 02,2915
4203170CLARION VTD 01,1406.4717608,1395.96677741,21.0,14.2126245847,36.4584717608,0.0,0.0,1406.4717608,1406.4717608,598.415282392,1406.4717608,35151.8405316,1406.4717608,4203170CLARION VTD 01,2916
4203180CLARION VTD 02,598.913114477,585.984920322,0.0,2.52159468439,6.46843853821,0.0,11.0644067797,598.913114477,598.913114477,308.159682415,596.147012782,14659.2638887,596.147012782,4203180CLARION VTD 02,2917
4203190CLARION VTD 03,3348.61512473,3134.04830227,136.0,31.2657807309,82.073089701,0.0,16.9355932203,3348.61512473,3348.61512473,794.425035193,1588.38122642,28022.8955797,1588.38122642,4203190CLARION VTD 03,2918
42031110EAST BRADY Voting District,1221.70666667,1153.70666667,15.0,7.0,0.0,0.0,46.0,1221.70666667,1221.70666667,519.256,1218.70666667,18083.0773333,1218.70666667,42031110EAST BRADY Voting District,2919
42031130ELK TWP Voting District,1887.0,1877.0,0.0,10.0,0.0,0.0,7.0,1887.0,1887.0,793.0,1872.0,43590.0,1872.0,42031130ELK TWP Voting District,2920
42031140FARMINGTON TWP VTD NORTH,424.077859631,424.077859631,0.0,0.0,0.0,0.0,0.0,424.077859631,424.077859631,178.791356776,424.077859631,10671.0805014,424.077859631,42031140FARMINGTON TWP VTD NORTH,2921
42031150FARMINGTON TWP VTD SOUTH,320.193650794,320.193650794,0.0,0.0,0.0,0.0,0.0,320.193650794,320.193650794,134.42962963,320.193650794,8022.56825397,320.193650794,42031150FARMINGTON TWP VTD SOUTH,2922
42031230LIMESTONE TWP Voting District,1821.0,1803.0,33.0,0.0,17.0,0.0,0.0,1821.0,1821.0,717.0,1821.0,24663.0,1821.0,42031230LIMESTONE TWP Voting District,2923
42031250MADISON TWP Voting District,1348.87686496,1335.3595098,19.4760474003,30.4786053883,0.0,0.0,0.0,1348.87686496,1348.87686496,504.061623348,1348.78538231,16467.7412099,1348.78538231,42031250MADISON TWP Voting District,2924
42031270MILLCREEK TWP Voting District,494.675409836,494.675409836,0.0,0.0,0.0,0.0,0.0,494.675409836,494.675409836,196.918032787,494.675409836,10588.5639344,494.675409836,42031270MILLCREEK TWP Voting District,2925
42031280MONROE TWP Voting District,1547.0,1509.0,13.0,4.0,21.0,0.0,0.0,1547.0,1547.0,542.0,1420.0,26984.0,1420.0,42031280MONROE TWP Voting District,2926
42031290NEW BETHLEHEM Voting District,927.0,910.0,11.0,0.0,0.0,0.0,6.0,927.0,927.0,456.0,927.0,27552.0,927.0,42031290NEW BETHLEHEM Voting District,2927
42031310PAINT TWP Voting District,1526.0,1498.0,6.0,8.0,14.0,0.0,0.0,1526.0,1526.0,632.0,1449.0,30617.0,1449.0,42031310PAINT TWP Voting District,2928
42031320PERRY TWP Voting District,1094.63569166,1094.63569166,0.0,0.0,0.0,0.0,0.0,1094.63569166,1094.63569166,428.498416051,1091.82893347,18112.9461457,1091.82893347,42031320PERRY TWP Voting District,2929
42031340PINEY TWP Voting District,437.166240409,437.166240409,0.0,3.47570332481,0.0,0.0,0.0,437.166240409,437.166240409,161.813299233,435.235294118,6943.68286445,435.235294118,42031340PINEY TWP Voting District,2930
42031350PORTER TWP VTD EAST,623.883531157,615.096439169,8.78709198813,0.0,0.0,0.0,0.0,623.883531157,623.883531157,230.756676558,621.591246291,7695.58234421,621.591246291,42031350PORTER TWP VTD EAST,2931
42031160FARMINGTON TWP VTD WEST,979.728489576,979.728489576,0.0,0.0,0.0,0.0,0.0,979.728489576,979.728489576,414.779013594,979.728489576,24758.3512446,979.728489576,42031160FARMINGTON TWP VTD WEST,2932
42031170FOXBURG Voting District,164.278341014,159.893087558,0.0,0.0,4.38525345622,2.36129032258,0.0,164.278341014,164.278341014,67.802764977,164.278341014,3531.14101382,164.278341014,42031170FOXBURG Voting District,2933
42031180HAWTHORN Voting District,573.865576748,573.865576748,0.0,0.0,0.0,0.0,0.0,573.865576748,573.865576748,209.534968211,573.865576748,7676.96639419,573.865576748,42031180HAWTHORN Voting District,2934
42031190HIGHLAND TWP Voting District,626.771803007,608.857171064,28.8207083384,5.45022288262,0.0,0.0,3.89301634473,626.771803007,626.771803007,252.645837517,626.771803007,28088.5924411,626.771803007,42031190HIGHLAND TWP Voting District,2935
42031200KNOX TWP Voting District,865.228196993,854.142828936,19.1792916616,1.54977711738,0.0,0.0,1.10698365527,865.228196993,865.228196993,407.354162483,865.228196993,27743.4075589,865.228196993,42031200KNOX TWP Voting District,2936
42031220LICKING TWP Voting District,662.0,662.0,0.0,6.0,0.0,0.0,0.0,662.0,662.0,271.0,662.0,17896.0,662.0,42031220LICKING TWP Voting District,2938
42031370PORTER TWP VTD WEST,1009.11646884,994.903560831,14.2129080119,0.0,0.0,0.0,0.0,1009.11646884,1009.11646884,373.243323442,1005.40875371,12447.4176558,1005.40875371,42031370PORTER TWP VTD WEST,2939
42031380REDBANK TWP VTD EAST,601.1705384,598.94511245,0.0,0.0,0.0,0.0,2.2254259502,601.1705384,601.1705384,262.516363654,601.1705384,20778.6890959,601.1705384,42031380REDBANK TWP VTD EAST,2940
42031390REDBANK TWP VTD WEST,785.963884851,785.189310802,0.0,0.0,0.0,0.0,0.774574049803,785.963884851,785.963884851,301.948668136,785.963884851,14947.3445099,785.963884851,42031390REDBANK TWP VTD WEST,2941
42031400RICHLAND TWP Voting District,885.085967328,863.471220785,0.0,0.0,21.6147465438,11.6387096774,0.0,885.085967328,885.085967328,363.698818972,884.892725512,18651.9128405,884.892725512,42031400RICHLAND TWP Voting District,2942
42031410RIMERSBURG Voting District,975.322818086,969.505783386,13.5730809674,0.0,0.0,0.0,0.0,975.322818086,975.322818086,400.405888538,972.414300736,17404.5678233,972.414300736,42031410RIMERSBURG Voting District,2943
42031430SALEM TWP Voting District,976.0,976.0,0.0,0.0,0.0,0.0,0.0,976.0,976.0,344.0,960.0,19917.0,960.0,42031430SALEM TWP Voting District,2944
42031450SLIGO Voting District,694.833759591,694.833759591,0.0,5.52429667519,0.0,0.0,0.0,694.833759591,694.833759591,257.186700767,691.764705882,11036.3171355,691.764705882,42031450SLIGO Voting District,2946
42031480TOBY TWP VTD EAST,692.300706357,689.192734612,3.10797174571,0.0,0.0,0.0,0.0,692.300706357,692.300706357,277.386478305,687.638748739,15739.5459132,687.638748739,42031480TOBY TWP VTD EAST,2949
42031490TOBY TWP VTD WEST,198.699293643,197.807265388,0.892028254289,0.0,0.0,0.0,0.0,198.699293643,198.699293643,79.6135216953,197.361251261,4517.45408678,197.361251261,42031490TOBY TWP VTD WEST,2950
42031500WASHINGTON TWP Voting District,2030.0,2030.0,0.0,0.0,0.0,0.0,0.0,2030.0,2030.0,665.0,2030.0,28816.0,2030.0,42031500WASHINGTON TWP Voting District,2951
4203310BECCARIA TWP PCT 01,2287.01849205,2287.01849205,0.0,0.0,0.0,0.0,0.0,2287.01849205,2287.01849205,939.804846665,2262.48596433,34543.882975,2262.48596433,4203310BECCARIA TWP PCT 01,2953
4203320BECCARIA TWP PCT 02,590.98150795,590.98150795,0.0,0.0,0.0,0.0,0.0,590.98150795,590.98150795,271.195153335,587.514035666,14720.117025,587.514035666,4203320BECCARIA TWP PCT 02,2954
4203330BELL TWP,1244.0,1205.0,9.0,5.0,2.0,0.0,23.0,1244.0,1244.0,477.0,1244.0,14576.0,1244.0,4203330BELL TWP,2955
4203340BIGLER TWP,1232.25157233,1232.25157233,0.0,0.0,0.0,0.0,0.0,1232.25157233,1232.25157233,483.71278826,1232.25157233,15761.650594,1232.25157233,4203340BIGLER TWP,2956
4203350BLOOM TWP,407.525118483,404.974407583,0.196208530806,2.35450236967,0.0,0.0,3.3355450237,407.525118483,407.525118483,158.732701422,407.525118483,4055.63033175,407.525118483,4203350BLOOM TWP,2957
4203360BOGGS TWP,1416.52312624,1412.53627332,0.0,0.0,3.98685291701,0.0,0.0,1416.52312624,1416.52312624,566.706548027,1412.00785798,31768.4443175,1412.00785798,4203360BOGGS TWP,2958
4203370BRADFORD TWP PCT 01,1736.84743221,1736.83092035,0.0,0.0,0.0165118679051,0.0,0.0,1736.84743221,1736.84743221,669.333023107,1736.84743221,19802.5909644,1736.84743221,4203370BRADFORD TWP PCT 01,2959
4203380BRADFORD TWP PCT 02,1348.79756263,1348.79756263,0.0,0.0,0.0,0.0,0.0,1348.79756263,1348.79756263,469.597833446,1348.79756263,13195.4028436,1348.79756263,4203380BRADFORD TWP PCT 02,2960
4203390BRADY TWP,2121.0,2115.0,0.0,0.0,44.0,0.0,0.0,2121.0,2121.0,822.0,2121.0,23155.0,2121.0,4203390BRADY TWP,2961
42033100BRISBIN,345.52793995,345.52793995,0.0,0.0,0.0,0.0,0.0,345.52793995,345.52793995,155.624687239,342.100083403,6372.04253545,342.100083403,42033100BRISBIN,2962
42033110BURNSIDE TWP,959.364885496,959.364885496,0.0,0.0,0.0,0.0,0.0,959.364885496,959.364885496,386.867175573,956.900763359,14810.1954198,956.900763359,42033110BURNSIDE TWP,2963
42033120BURNSIDE,208.635114504,208.635114504,0.0,0.0,0.0,0.0,0.0,208.635114504,208.635114504,84.1328244275,208.099236641,3220.80458015,208.099236641,42033120BURNSIDE,2964
42033130CHEST TWP,569.133522727,567.670454545,0.487689393939,0.0,0.975378787879,0.0,0.0,569.133522727,569.133522727,207.267992424,562.793560606,7211.46306818,562.793560606,42033130CHEST TWP,2965
42033140CHESTER HILL,993.0,979.0,0.0,7.0,29.0,0.0,66.0,993.0,993.0,420.0,993.0,17320.0,993.0,42033140CHESTER HILL,2966
42033150CLEARFIELD WD 01,1489.15804077,1451.66770611,33.4745779845,0.0,4.41666666667,0.0,2.21867517957,1489.15804077,1489.15804077,682.679937544,1489.15804077,41801.9036205,1489.15804077,42033150CLEARFIELD WD 01,2967
42033160CLEARFIELD WD 02,1798.42141273,1790.70609337,7.39996695156,0.0,0.0,0.0,2.72944932163,1798.42141273,1798.42141273,852.492024364,1784.42141273,52820.4893824,1784.42141273,42033160CLEARFIELD WD 02,2968
42033170CLEARFIELD WD 03,1332.12223224,1290.97618409,29.4820430121,0.0,17.5833333333,0.0,0.0,1332.12223224,1332.12223224,640.324999798,1332.12223224,46272.2074246,1332.12223224,42033170CLEARFIELD WD 03,2969
42033180CLEARFIELD WD 04,1681.20111732,1673.62330407,12.5259377494,0.0,0.0,0.0,5.0518754988,1681.20111732,1681.20111732,840.742218675,1681.20111732,23967.9960096,1681.20111732,42033180CLEARFIELD WD 04,2970
42033200COOPER TWP PCT 01,1586.5553979,1577.9785729,8.57682500068,0.0,0.0,0.0,0.0,1586.5553979,1586.5553979,634.902674558,1574.13131413,20489.7779602,1574.13131413,42033200COOPER TWP PCT 01,2972
42033220COVINGTON TWP,578.32460733,509.476439791,68.8481675393,0.0,0.0,0.0,0.0,578.32460733,578.32460733,177.038145101,444.955871354,8532.05833957,444.955871354,42033220COVINGTON TWP,2973
42033240DECATUR TWP PCT 01,2177.99534623,2142.47675277,1.59785111282,0.0,23.0822298193,0.0,12.4363636364,2177.99534623,2177.99534623,997.769625666,2177.99534623,16815.7890205,2177.99534623,42033240DECATUR TWP PCT 01,2975
42033250DECATUR TWP PCT 02,2143.65832694,2059.17692039,0.402148887183,0.0,20.9177701807,0.0,63.5636363636,2143.65832694,2143.65832694,1092.47775065,2143.65832694,20662.6202749,2143.65832694,42033250DECATUR TWP PCT 02,2976
42033260DUBOIS WD 01,1244.56312926,1222.52330149,0.0,23.2176980836,0.0,0.0,22.0398277718,1244.56312926,1244.56312926,588.751114808,1242.14519204,24886.0426655,1242.14519204,42033260DUBOIS WD 01,2977
42033270DUBOIS WD 02,2159.00651533,2080.12681563,8.29309309309,12.5675421593,10.98,0.0,59.6066066066,2159.00651533,2159.00651533,895.766083568,2158.76974403,26442.2817168,2158.76974403,42033270DUBOIS WD 02,2978
42033280DUBOIS WD 03,1815.0624152,1781.0624152,12.0,0.455902306649,0.0,22.0,0.0,1815.0624152,1815.0624152,859.687924016,1815.0624152,44113.4029851,1815.0624152,42033280DUBOIS WD 03,2979
42033290DUBOIS WD 04,1328.20655061,1262.08625031,7.70690690691,3.23571428571,3.02,0.0,55.3933933934,1328.20655061,1328.20655061,560.764102437,1328.14197661,11349.7482277,1328.14197661,42033290DUBOIS WD 04,2980
42033300DUBOIS WD 05,1299.1613896,1256.20121738,0.0,16.5231431647,0.0,0.0,42.9601722282,1299.1613896,1299.1613896,568.030775172,1293.88067211,22621.5244049,1293.88067211,42033300DUBOIS WD 05,2981
42033310FERGUSON TWP,399.208333333,399.208333333,0.0,6.5,0.0,0.0,0.0,399.208333333,399.208333333,157.625,399.208333333,9286.33333333,399.208333333,42033310FERGUSON TWP,2982
42033320GIRARD TWP,510.303405573,509.20123839,0.0,0.0,1.10216718266,0.0,0.0,510.303405573,510.303405573,195.634674923,510.303405573,10546.0866873,510.303405573,42033320GIRARD TWP,2983
42033330GLEN HOPE,135.748427673,135.748427673,0.0,0.0,0.0,0.0,0.0,135.748427673,135.748427673,53.28721174,135.748427673,1736.34940601,135.748427673,42033330GLEN HOPE,2984
42033340GOSHEN TWP,408.051599587,407.170278638,0.0,0.0,0.881320949432,0.0,0.0,408.051599587,408.051599587,156.434468524,408.051599587,8432.91950464,408.051599587,42033340GOSHEN TWP,2985
42033350GRAHAM TWP,1623.0,1613.0,0.0,0.0,0.0,0.0,10.0,1623.0,1623.0,541.0,1602.0,18795.0,1602.0,42033350GRAHAM TWP,2986
42033370GREENWOOD TWP,335.985294118,335.985294118,0.0,5.47058823529,0.0,0.0,0.0,335.985294118,335.985294118,132.661764706,335.985294118,7815.64705882,335.985294118,42033370GREENWOOD TWP,2988
42033380GULICH TWP,1261.37010676,1258.4400949,5.12752075919,15.3825622776,0.0,0.0,0.0,1261.37010676,1261.37010676,523.739620403,1254.04507711,14636.1417556,1254.04507711,42033380GULICH TWP,2989
42033390HOUTZDALE,904.0,903.0,2.0,0.0,0.0,0.0,0.0,904.0,904.0,329.0,895.0,18322.0,895.0,42033390HOUTZDALE,2990
42033400HUSTON TWP,1358.0,1313.0,0.0,10.0,45.0,0.0,0.0,1358.0,1358.0,572.0,1358.0,17935.0,1358.0,42033400HUSTON TWP,2991
42033420JORDAN TWP,476.810469314,476.810469314,0.0,0.0,0.0,0.0,0.0,476.810469314,476.810469314,200.127256318,473.89801444,7526.61552347,473.89801444,42033420JORDAN TWP,2993
42033430KARTHAUS TWP,837.80104712,738.062827225,99.7382198953,0.0,0.0,0.0,0.0,837.80104712,837.80104712,256.469708302,644.593866866,12360.1301421,644.593866866,42033430KARTHAUS TWP,2994
42033440KNOX TWP,669.62494915,669.595165085,0.0297840655249,0.0294117647059,0.0,0.0,0.0,669.62494915,669.62494915,280.30500879,665.514837487,10577.8869142,665.514837487,42033440KNOX TWP,2995
42033450LAWRENCE TWP PCT GLEN RICHEY,1522.92712648,1522.69368567,0.0761014686248,0.236315086782,0.193387403418,0.0,0.0,1522.92712648,1522.92712648,607.122438409,1521.54271582,17986.503671,1521.54271582,42033450LAWRENCE TWP PCT GLEN RICHEY,2996
42033460LAWRENCE TWP PCT GOLDEN ROD-HILLSDALE,1570.60747664,1527.30752114,14.9581664441,46.4490431687,35.4272363151,0.0,0.0,1570.60747664,1570.60747664,588.09212283,1299.7859368,17207.4023142,1299.7859368,42033460LAWRENCE TWP PCT GOLDEN ROD-HILLSDALE,2997
42033470LAWRENCE TWP PCT HYDE CITY,2636.69561103,2625.62512645,0.117474302496,11.0,0.0,0.0,0.0,2636.69561103,2636.69561103,1133.20801839,2585.88321715,55837.1610108,2585.88321715,42033470LAWRENCE TWP PCT HYDE CITY,2998
42033480LAWRENCE TWP PCT PLYMPTON,1973.86451772,1962.38476694,3.96573208723,12.3146417445,9.39252336449,0.0,0.0,1973.86451772,1973.86451772,891.531337766,1833.87628855,36519.3645045,1833.87628855,42033480LAWRENCE TWP PCT PLYMPTON,2999
42033490LUMBER CITY,74.8113744076,74.3431279621,0.036018957346,0.432227488152,0.0,0.0,0.612322274882,74.8113744076,74.8113744076,29.1393364929,74.8113744076,744.511848341,74.8113744076,42033490LUMBER CITY,3000
42033510MORRIS TWP PCT 01,2126.33037089,2126.33037089,0.0,0.0,0.0,0.0,0.0,2126.33037089,2126.33037089,868.607015732,2126.33037089,32981.757929,2126.33037089,42033510MORRIS TWP PCT 01,3002
42033520MORRIS TWP PCT 02,837.87972009,837.87972009,0.0,0.0,0.0,0.0,0.0,837.87972009,837.87972009,371.337566567,837.82016674,10850.5439734,837.82016674,42033520MORRIS TWP PCT 02,3003
42033530NEW WASHINGTON,65.2017045455,65.0340909091,0.0558712121212,0.0,0.111742424242,0.0,0.0,65.2017045455,65.2017045455,23.7452651515,64.4753787879,826.167613636,64.4753787879,42033530NEW WASHINGTON,3004
42033540NEWBURG,101.670454545,101.409090909,0.0871212121212,0.0,0.174242424242,0.0,0.0,101.670454545,101.670454545,37.0265151515,100.537878788,1288.26136364,100.537878788,42033540NEWBURG,3005
42033550OSCEOLA,1398.13935145,1360.53900088,2.96844872918,40.5687992989,1.97896581946,0.0,20.7791411043,1398.13935145,1398.13935145,536.299737073,1387.25503944,16524.3645925,1387.25503944,42033550OSCEOLA,3006
42033560PENN TWP,1594.66350711,1584.68246445,0.767772511848,9.21327014218,0.0,0.0,13.0521327014,1594.66350711,1594.66350711,621.127962085,1594.66350711,15869.8578199,1594.66350711,42033560PENN TWP,3007
42033570PIKE TWP,4892.40208249,4884.78206111,1.97021593448,0.0,0.0,0.0,58.6498054475,4892.40208249,4892.40208249,2165.95801299,4866.42464903,90330.7272869,4866.42464903,42033570PIKE TWP,3008
42033580PINE TWP,63.9688715953,63.6186770428,0.0,0.0,0.0,0.0,0.350194552529,63.9688715953,63.9688715953,26.3229571984,63.9688715953,1196.78988327,63.9688715953,42033580PINE TWP,3009
42033590RAMEY,460.629893238,459.559905101,1.87247924081,5.61743772242,0.0,0.0,0.0,460.629893238,460.629893238,191.260379597,457.954922894,5344.85824437,457.954922894,42033590RAMEY,3010
42033600SANDY TWP PCT FALLS CREEK DIST 01,1013.37281205,909.47883704,50.8595505618,0.0,46.0990311855,0.0,79.3717228464,1013.37281205,1013.37281205,282.698970037,857.711763357,19351.8559581,857.711763357,42033600SANDY TWP PCT FALLS CREEK DIST 01,3011
42033610SANDY TWP PCT FALLS CREEK DIST 02,51.6853932584,46.0224719101,2.96629213483,0.0,2.29213483146,0.0,4.62921348315,51.6853932584,51.6853932584,13.797752809,42.606741573,990.921348315,42.606741573,42033610SANDY TWP PCT FALLS CREEK DIST 02,3012
42033620SANDY TWP PCT OKLAHOMA,2014.57385163,1954.08959772,30.5107439763,0.0,59.9470198675,0.0,1.93377483444,2014.57385163,2014.57385163,606.078087572,1492.45464633,27778.9925585,1492.45464633,42033620SANDY TWP PCT OKLAHOMA,3013
42033630SANDY TWP PCT SABULA,928.208382245,928.100226217,0.108156028369,0.0,0.0,0.0,0.0,928.208382245,928.208382245,316.695564319,928.208382245,19252.3908933,928.208382245,42033630SANDY TWP PCT SABULA,3014
42033635SANDY TWP PCT TREASURE LAKE,4580.3740113,4502.65494941,11.8209020639,0.0,64.7436654437,0.0,13.2125468165,4580.3740113,4580.3740113,1870.57514948,4554.46202628,78702.3862319,4554.46202628,42033635SANDY TWP PCT TREASURE LAKE,3015
42033640SANDY TWP PCT WEST SANDY,2275.78554952,2257.6539177,30.7343552348,17.0,4.91814867178,0.0,5.8527420195,2275.78554952,2275.78554952,990.154475779,2155.55644021,51192.4530099,2155.55644021,42033640SANDY TWP PCT WEST SANDY,3016
42033660UNION TWP,944.0,944.0,0.0,31.0,0.0,0.0,0.0,944.0,944.0,351.0,944.0,22043.0,944.0,42033660UNION TWP,3018
42033670WALLACETON,297.479338843,297.479338843,0.0,0.0,0.0,0.0,0.0,297.479338843,297.479338843,120.100354191,296.001180638,6173.52774498,296.001180638,42033670WALLACETON,3019
42033680WESTOVER,430.994318182,429.886363636,0.369318181818,0.0,0.738636363636,0.0,0.0,430.994318182,430.994318182,156.960227273,426.193181818,5461.10795455,426.193181818,42033680WESTOVER,3020
42033690WOODWARD TWP PCT 01,3024.26654182,1718.45349563,1296.99594257,7.93539325843,15.8707865169,0.0,14.1073657928,3024.26654182,3024.26654182,309.480337079,661.282771536,,661.282771536,42033690WOODWARD TWP PCT 01,3021
42033700WOODWARD TWP PCT 02,1068.20551823,893.01856442,174.004057428,1.06460674157,2.12921348315,0.0,1.89263420724,1068.20551823,1068.20551823,339.894975682,744.617145062,,744.617145062,42033700WOODWARD TWP PCT 02,3022
42033210COOPER TWP PCT 02,1146.55210827,1144.79304091,1.75906735751,0.0,0.0,0.0,0.0,1146.55210827,1146.55210827,464.979368412,1146.55210827,14685.5996203,1146.55210827,42033210COOPER TWP PCT 02,3023
